shipment_id,origin_district,destination_district,origin_terrain,destination_terrain,distance_km,shipping_mode,shipment_volume_units,inventory_level_units,demand_units,warehouse_processing_days,weather_delay,traffic_delay,road_condition,carrier_rating,scheduled_delivery_days,actual_delivery_days,transportation_cost_inr,late_delivery
UKL10162,Pithoragarh,Uttarkashi,High-Hill,High-Hill,397.6,Same Day,14,59.3,69.2,1.3,0,0,Poor,3.26,1.2,2.48,,1
UKL10163,Pauri Garhwal,Tehri Garhwal,Mid-Hill,Mid-Hill,466.0,Second Class,10,63.6,110.9,0.45,0,0,Good,3.93,3.8,5.02,1474.83,1
UKL10164,Udham Singh Nagar,Pithoragarh,Plain/Lower Hill,High-Hill,315.9,Second Class,5,73.4,47.2,0.8,0,0,Good,4.67,3.8,5.11,1057.81,1
UKL10165,Rudraprayag,Nainital,High-Hill,Mid-Hill,459.7,First Class,10,70.7,45.6,1.13,0,0,Good,4.49,2.8,3.17,1401.87,1
UKL10166,Pithoragarh,Haridwar,High-Hill,Plain/Lower Hill,240.4,Standard,15,83.7,106.0,0.79,0,0,Good,5.0,4.5,5.16,949.82,1
UKL10167,Bageshwar,Uttarkashi,Mid-Hill,High-Hill,266.6,First Class,9,94.6,87.8,0.85,1,0,Good,4.36,2.8,5.24,1087.3,1
UKL10168,Udham Singh Nagar,Bageshwar,Plain/Lower Hill,Mid-Hill,263.8,First Class,8,71.8,66.2,1.53,0,0,Moderate,4.83,2.8,3.98,1160.47,1
UKL10169,Tehri Garhwal,Almora,Mid-Hill,Mid-Hill,243.7,Same Day,8,88.8,78.5,0.74,0,0,Good,4.02,1.2,1.43,1282.01,0
UKL10170,Pithoragarh,Almora,High-Hill,Mid-Hill,427.5,Second Class,10,82.6,90.0,0.91,0,0,Good,3.82,3.8,4.73,,1
UKL10171,Udham Singh Nagar,Uttarkashi,Plain/Lower Hill,High-Hill,239.9,First Class,7,49.2,44.2,0.82,0,0,Moderate,4.3,2.8,4.24,1062.63,1
UKL10172,Pauri Garhwal,Dehradun,Mid-Hill,Plain/Lower Hill,365.0,Second Class,4,55.9,87.4,0.96,0,1,Moderate,3.99,3.8,5.84,1141.1,1
UKL10173,Udham Singh Nagar,Champawat,Plain/Lower Hill,Mid-Hill,342.4,Second Class,9,77.0,83.9,0.8,0,0,Poor,4.6,3.8,5.48,1231.84,1
UKL10174,Udham Singh Nagar,Tehri Garhwal,Plain/Lower Hill,Mid-Hill,368.1,Standard,8,105.3,55.4,1.15,0,0,Poor,4.36,4.5,6.67,1166.6,1
UKL10175,Pithoragarh,Tehri Garhwal,High-Hill,Mid-Hill,410.5,Same Day,5,69.5,15.0,1.53,0,0,Moderate,3.36,1.2,2.5,1542.71,1
UKL10176,Chamoli,Nainital,High-Hill,Mid-Hill,383.3,Standard,13,73.4,93.0,0.94,0,0,Good,3.58,4.5,4.81,1280.19,1
UKL10177,Chamoli,Almora,High-Hill,Mid-Hill,372.5,Standard,12,102.5,58.6,1.47,1,0,Moderate,4.13,4.5,6.55,1231.02,1
UKL10178,Bageshwar,Chamoli,Mid-Hill,High-Hill,471.9,Standard,6,149.1,90.9,1.16,0,0,Good,4.01,4.5,6.66,1205.45,1
UKL10179,Haridwar,Chamoli,Plain/Lower Hill,High-Hill,222.1,Same Day,13,60.0,78.3,1.12,0,1,Poor,4.23,1.2,3.81,1351.64,1
UKL10180,Dehradun,Rudraprayag,Plain/Lower Hill,High-Hill,248.8,Standard,11,103.2,72.4,1.28,0,1,Moderate,4.6,4.5,6.27,,1
UKL10181,Udham Singh Nagar,Nainital,Plain/Lower Hill,Mid-Hill,223.7,Second Class,9,109.5,72.5,0.86,0,1,Moderate,3.57,3.8,4.38,982.66,1
UKL10182,Dehradun,Udham Singh Nagar,Plain/Lower Hill,Plain/Lower Hill,210.7,Standard,10,68.0,37.3,0.76,1,1,Good,4.44,4.5,6.53,865.16,1
UKL10183,Champawat,Haridwar,Mid-Hill,Plain/Lower Hill,290.5,First Class,6,63.4,92.2,0.2,0,0,Moderate,4.26,2.8,3.37,1020.47,1
UKL10184,Chamoli,Pauri Garhwal,High-Hill,Mid-Hill,273.9,First Class,7,108.6,73.4,0.35,0,1,,3.68,2.8,4.33,1058.65,1
UKL10185,Haridwar,Chamoli,Plain/Lower Hill,High-Hill,292.8,First Class,8,70.2,84.0,0.8,0,1,Good,4.6,2.8,3.97,1219.16,1
UKL10186,Uttarkashi,Chamoli,High-Hill,High-Hill,431.4,Standard,11,29.8,61.2,1.01,1,0,Good,3.56,4.5,7.41,1333.13,1
UKL10187,Dehradun,Udham Singh Nagar,Plain/Lower Hill,Plain/Lower Hill,44.7,Second Class,4,93.3,111.5,0.47,0,0,Poor,4.37,3.8,4.34,478.11,1
UKL10188,Uttarkashi,Chamoli,High-Hill,High-Hill,304.9,Second Class,6,51.0,57.2,1.23,1,1,Good,4.07,3.8,6.28,1036.7,1
UKL10189,Pauri Garhwal,Nainital,Mid-Hill,Mid-Hill,271.2,Same Day,12,70.4,33.9,0.61,0,0,Poor,4.57,1.2,2.35,1440.25,1
UKL10190,Rudraprayag,Nainital,High-Hill,Mid-Hill,382.3,Second Class,9,66.6,78.5,1.73,0,0,Good,4.45,3.8,5.12,1277.75,1
UKL10191,Udham Singh Nagar,Nainital,Plain/Lower Hill,Mid-Hill,312.0,Standard,7,83.6,89.1,1.53,0,0,Moderate,4.13,4.5,6.61,990.42,1
UKL10192,Haridwar,Pauri Garhwal,Plain/Lower Hill,Mid-Hill,267.5,Standard,9,91.0,71.6,1.24,0,1,Good,4.58,4.5,6.0,958.91,1
UKL10193,Chamoli,Udham Singh Nagar,High-Hill,Plain/Lower Hill,159.1,First Class,9,100.6,40.4,1.22,1,0,Good,3.81,2.8,3.87,941.77,1
UKL10194,Champawat,Bageshwar,Mid-Hill,Mid-Hill,277.5,Standard,11,76.6,48.0,1.21,0,1,Good,4.44,4.5,5.83,948.95,1
UKL10195,Nainital,Champawat,Mid-Hill,Mid-Hill,180.3,Second Class,9,65.7,92.6,1.44,0,0,Good,4.25,3.8,4.29,798.95,1
UKL10196,Rudraprayag,Uttarkashi,High-Hill,High-Hill,359.4,Same Day,9,20.9,53.6,1.62,0,0,Good,4.07,1.2,3.54,1535.98,1
UKL10197,Pauri Garhwal,Chamoli,Mid-Hill,High-Hill,204.3,Second Class,13,77.1,63.1,1.16,0,1,Good,3.94,3.8,4.59,983.32,1
UKL10198,Nainital,Champawat,Mid-Hill,Mid-Hill,396.2,Standard,11,68.1,45.5,0.9,0,0,Moderate,,4.5,5.63,1238.35,1
UKL10199,Almora,Chamoli,Mid-Hill,High-Hill,360.7,First Class,6,75.8,51.9,1.15,1,0,Good,4.17,2.8,4.64,1305.94,1
UKL10200,Pithoragarh,Bageshwar,High-Hill,Mid-Hill,263.6,Second Class,5,64.9,52.4,1.21,1,0,Moderate,4.32,3.8,5.94,977.55,1
UKL10201,Pithoragarh,Champawat,High-Hill,Mid-Hill,471.2,First Class,9,45.1,92.5,0.67,0,0,Poor,4.21,2.8,4.98,1539.3,1
UKL10202,Tehri Garhwal,Bageshwar,Mid-Hill,Mid-Hill,402.4,Standard,12,78.0,49.6,1.09,0,0,Good,3.59,4.5,5.61,,1
UKL10203,Pithoragarh,Uttarkashi,High-Hill,High-Hill,484.5,Standard,12,51.7,66.4,1.59,0,0,Good,4.11,4.5,6.34,1432.65,1
UKL10204,Uttarkashi,Champawat,High-Hill,Mid-Hill,228.4,Second Class,8,89.9,73.3,1.54,0,0,Good,3.07,3.8,5.08,907.11,1
UKL10205,Bageshwar,Chamoli,Mid-Hill,High-Hill,177.3,Standard,9,85.2,83.4,0.95,0,0,Good,3.11,4.5,5.38,714.37,1
UKL10206,Nainital,Uttarkashi,Mid-Hill,High-Hill,161.9,Second Class,8,105.4,129.9,1.01,0,1,Moderate,4.44,3.8,5.93,774.38,1
UKL10207,Bageshwar,Pithoragarh,Mid-Hill,High-Hill,341.8,Standard,11,66.4,72.8,1.16,0,0,Good,4.03,4.5,5.58,1193.62,1
UKL10208,Chamoli,Nainital,High-Hill,Mid-Hill,240.0,Standard,11,55.1,31.2,1.77,0,1,Good,4.32,4.5,7.05,946.08,1
UKL10209,Pithoragarh,Pauri Garhwal,High-Hill,Mid-Hill,336.6,Standard,10,59.6,89.7,1.34,0,1,Good,4.05,4.5,6.44,1063.7,1
UKL10210,Udham Singh Nagar,Nainital,Plain/Lower Hill,Mid-Hill,260.3,Standard,6,55.9,86.1,1.04,0,0,Moderate,4.08,4.5,5.97,990.55,1
UKL10211,Haridwar,Bageshwar,Plain/Lower Hill,Mid-Hill,297.5,Second Class,6,80.0,49.4,1.09,0,1,Good,3.98,3.8,4.95,1055.91,1
UKL10212,Champawat,Uttarkashi,Mid-Hill,High-Hill,377.8,Standard,12,107.6,78.3,,0,1,Moderate,4.59,4.5,6.78,1264.83,1
UKL10213,Udham Singh Nagar,Nainital,Plain/Lower Hill,Mid-Hill,194.0,Standard,8,68.9,74.1,0.77,0,1,Moderate,4.4,4.5,6.42,824.96,1
UKL10214,Pithoragarh,Almora,High-Hill,Mid-Hill,426.2,Second Class,12,58.6,40.1,0.92,0,0,Good,4.56,3.8,5.26,1349.89,1
UKL10215,Pithoragarh,Tehri Garhwal,High-Hill,Mid-Hill,398.6,Standard,7,71.0,66.0,0.64,0,1,Moderate,4.02,4.5,6.09,1141.72,1
UKL10216,Almora,Dehradun,Mid-Hill,Plain/Lower Hill,431.9,Standard,5,45.2,65.7,1.11,0,0,Good,4.55,4.5,5.72,1169.35,1
UKL10217,Nainital,Tehri Garhwal,Mid-Hill,Mid-Hill,273.6,Standard,9,92.7,68.8,0.88,1,1,Moderate,4.38,4.5,6.09,933.06,1
UKL10218,Haridwar,Champawat,Plain/Lower Hill,Mid-Hill,230.3,Second Class,5,90.5,88.2,,0,0,Moderate,3.81,3.8,4.81,884.62,1
UKL10219,Pauri Garhwal,Tehri Garhwal,Mid-Hill,Mid-Hill,322.5,Standard,8,76.1,75.1,0.91,0,0,Poor,4.5,4.5,5.78,1102.08,1
UKL10220,Bageshwar,Almora,Mid-Hill,Mid-Hill,1296.75,Standard,7,85.2,104.0,0.76,0,0,Good,4.14,4.5,6.17,1066.35,1
UKL10221,Udham Singh Nagar,Nainital,Plain/Lower Hill,Mid-Hill,367.4,Standard,8,59.5,48.4,1.53,1,1,Moderate,4.08,4.5,7.38,1188.99,1
UKL10222,Almora,Nainital,Mid-Hill,Mid-Hill,395.9,First Class,7,40.8,67.7,0.68,0,0,Good,3.9,2.8,4.24,1310.75,1
UKL10223,Bageshwar,Rudraprayag,Mid-Hill,High-Hill,449.7,Standard,4,88.7,78.5,1.6,0,1,Good,4.25,4.5,7.49,1127.09,1
UKL10224,Bageshwar,Udham Singh Nagar,Mid-Hill,Plain/Lower Hill,202.9,Standard,9,80.6,70.6,0.39,0,0,Moderate,3.66,4.5,5.11,840.95,1
UKL10225,Nainital,Rudraprayag,Mid-Hill,High-Hill,491.4,First Class,6,55.1,69.8,1.91,0,0,Moderate,4.18,2.8,5.03,1523.97,1
UKL10226,Udham Singh Nagar,Uttarkashi,Plain/Lower Hill,High-Hill,269.1,Same Day,7,80.8,28.6,1.47,0,1,Poor,3.28,1.2,3.78,1312.79,1
UKL10227,Udham Singh Nagar,Tehri Garhwal,Plain/Lower Hill,Mid-Hill,147.6,Standard,3,68.2,73.5,1.33,1,1,Good,4.51,4.5,5.92,591.08,1
UKL10228,Chamoli,Champawat,High-Hill,Mid-Hill,260.4,Same Day,9,91.5,55.0,1.55,0,0,Good,4.27,1.2,1.69,1241.46,1
UKL10229,Bageshwar,Chamoli,Mid-Hill,High-Hill,194.7,Second Class,10,76.0,62.7,1.18,0,0,Poor,4.35,3.8,5.11,980.98,1
UKL10230,Haridwar,Rudraprayag,Plain/Lower Hill,High-Hill,208.6,Standard,7,65.9,94.0,1.45,0,0,Moderate,4.03,4.5,6.8,812.28,1
UKL10231,Pauri Garhwal,Tehri Garhwal,Mid-Hill,Mid-Hill,212.6,Standard,11,107.0,66.8,,0,0,Good,3.26,4.5,5.18,875.28,1
UKL10232,Haridwar,Pauri Garhwal,Plain/Lower Hill,Mid-Hill,243.4,First Class,9,84.0,60.1,1.05,0,0,Moderate,4.26,2.8,3.31,,1
UKL10233,Pauri Garhwal,Pithoragarh,Mid-Hill,High-Hill,472.2,Standard,7,27.6,89.6,1.38,1,0,Good,3.92,4.5,6.73,1345.9,1
UKL10234,Nainital,Pithoragarh,Mid-Hill,High-Hill,256.3,First Class,10,52.7,51.7,1.24,0,0,Moderate,4.57,2.8,4.08,1138.29,1
UKL10235,Bageshwar,Udham Singh Nagar,Mid-Hill,Plain/Lower Hill,125.5,Standard,5,79.3,42.9,0.63,0,0,Moderate,3.97,4.5,6.0,541.33,1
UKL10236,Champawat,Uttarkashi,Mid-Hill,High-Hill,253.3,Second Class,9,53.5,46.4,0.98,1,0,Good,5.0,3.8,5.59,990.71,1
UKL10237,Champawat,Chamoli,Mid-Hill,High-Hill,376.7,Standard,6,73.7,66.0,1.22,0,1,Moderate,4.16,4.5,6.61,1087.09,1
UKL10238,Bageshwar,Dehradun,Mid-Hill,Plain/Lower Hill,222.9,Standard,7,67.9,73.0,1.54,0,0,Good,3.4,4.5,5.83,800.99,1
UKL10239,Haridwar,Dehradun,Plain/Lower Hill,Plain/Lower Hill,103.5,Standard,8,56.7,72.7,1.1,0,0,Moderate,4.29,4.5,5.11,572.83,1
UKL10240,Bageshwar,Pithoragarh,Mid-Hill,High-Hill,307.7,Same Day,7,104.0,90.7,1.26,0,0,Moderate,4.42,1.2,2.62,1283.68,1
UKL10241,Pauri Garhwal,Tehri Garhwal,Mid-Hill,Mid-Hill,281.6,Standard,10,85.6,73.5,0.38,0,0,Good,4.0,4.5,4.81,938.69,1
UKL10242,Bageshwar,Dehradun,Mid-Hill,Plain/Lower Hill,233.1,Second Class,7,69.9,107.4,1.57,0,0,Moderate,,3.8,5.78,926.71,1
UKL10243,Nainital,Dehradun,Mid-Hill,Plain/Lower Hill,173.4,Second Class,6,80.5,64.6,1.04,0,0,Good,3.8,3.8,4.39,790.08,1
UKL10244,Bageshwar,Haridwar,Mid-Hill,Plain/Lower Hill,286.8,Standard,9,69.6,44.4,1.4,0,1,,3.91,4.5,6.46,1038.88,1
UKL10245,Almora,Rudraprayag,Mid-Hill,High-Hill,324.6,Standard,6,83.7,63.1,1.31,0,0,Poor,4.61,4.5,7.29,1056.87,1
UKL10246,Uttarkashi,Haridwar,High-Hill,Plain/Lower Hill,286.3,Standard,6,87.0,127.8,1.05,0,1,Good,4.18,4.5,5.01,868.39,1
UKL10247,Pauri Garhwal,Chamoli,Mid-Hill,High-Hill,449.7,Standard,7,95.4,71.2,0.72,0,0,Good,4.65,4.5,5.06,1208.64,1
UKL10248,Almora,Uttarkashi,Mid-Hill,High-Hill,273.9,Same Day,9,70.6,80.8,1.43,0,0,Moderate,4.14,1.2,2.82,1354.02,1
UKL10249,Pithoragarh,Almora,High-Hill,Mid-Hill,324.7,Standard,7,68.0,30.8,1.31,0,0,Moderate,4.11,4.5,6.05,1031.71,1
UKL10250,Pithoragarh,Chamoli,High-Hill,High-Hill,513.4,First Class,9,69.5,25.0,1.28,0,0,Moderate,3.57,2.8,5.05,1663.8,1
UKL10251,Nainital,Tehri Garhwal,Mid-Hill,Mid-Hill,391.1,Standard,11,100.8,59.2,0.53,0,0,Moderate,3.98,4.5,5.81,1195.85,1
UKL10252,Bageshwar,Pauri Garhwal,Mid-Hill,Mid-Hill,295.0,Standard,3,50.2,47.9,0.72,0,0,Moderate,3.67,4.5,5.61,895.42,1
UKL10253,Champawat,Almora,Mid-Hill,Mid-Hill,201.3,Standard,9,98.9,86.2,0.72,0,0,Moderate,,4.5,5.34,854.36,1
UKL10254,Pithoragarh,Tehri Garhwal,High-Hill,Mid-Hill,413.8,First Class,8,80.1,86.1,1.14,0,0,Moderate,3.97,2.8,4.26,1430.71,1
UKL10255,Almora,Dehradun,Mid-Hill,Plain/Lower Hill,86.8,Standard,10,69.2,36.6,0.2,1,1,Moderate,3.75,4.5,6.65,614.94,1
UKL10256,Udham Singh Nagar,Rudraprayag,Plain/Lower Hill,High-Hill,137.7,Standard,8,55.7,21.0,1.16,0,1,Good,3.78,4.5,6.22,713.08,1
UKL10257,Udham Singh Nagar,Pithoragarh,Plain/Lower Hill,High-Hill,393.4,Same Day,8,98.9,45.2,0.85,0,0,Good,3.16,1.2,2.5,1610.2,1
UKL10258,Tehri Garhwal,Udham Singh Nagar,Mid-Hill,Plain/Lower Hill,340.2,Second Class,6,70.4,76.8,0.62,0,0,Good,3.88,3.8,4.74,966.56,1
UKL10259,Nainital,Rudraprayag,Mid-Hill,High-Hill,397.8,First Class,7,104.0,47.8,0.57,1,1,Good,4.02,2.8,4.81,1284.9,1
UKL10260,Champawat,Bageshwar,Mid-Hill,Mid-Hill,206.2,Standard,11,77.2,70.9,0.69,0,1,Moderate,4.02,4.5,5.47,852.48,1
UKL10261,Chamoli,Bageshwar,High-Hill,Mid-Hill,191.8,Standard,9,73.8,79.2,0.8,0,0,Poor,4.59,4.5,5.72,858.83,1
UKL10262,Pithoragarh,Champawat,High-Hill,Mid-Hill,181.3,First Class,5,38.8,68.6,1.24,0,0,Good,4.61,2.8,4.62,837.76,1
UKL10263,Nainital,Pithoragarh,Mid-Hill,High-Hill,317.4,Standard,5,67.8,72.1,0.81,0,0,Moderate,3.19,4.5,5.5,1036.86,1
UKL10264,Pauri Garhwal,Uttarkashi,Mid-Hill,High-Hill,264.1,Standard,5,41.8,91.6,0.45,0,1,Good,4.51,4.5,4.89,894.4,1
UKL10265,Almora,Dehradun,Mid-Hill,Plain/Lower Hill,248.9,Standard,11,59.5,100.6,0.79,0,0,Moderate,4.6,4.5,5.65,964.58,1
UKL10266,Chamoli,Udham Singh Nagar,High-Hill,Plain/Lower Hill,420.9,Second Class,9,74.9,44.6,0.71,0,1,Moderate,4.42,3.8,6.86,1364.55,1
UKL10267,Pauri Garhwal,Pithoragarh,Mid-Hill,High-Hill,461.7,First Class,6,67.6,49.7,1.29,0,0,Good,4.62,2.8,4.94,1450.27,1
UKL10268,Almora,Pithoragarh,Mid-Hill,High-Hill,401.5,Standard,4,94.5,103.0,0.79,0,0,Moderate,4.06,4.5,5.96,1144.4,1
UKL10269,Haridwar,Rudraprayag,Plain/Lower Hill,High-Hill,267.2,Standard,10,57.4,68.6,0.75,1,1,Good,4.33,4.5,6.51,992.53,1
UKL10270,Champawat,Nainital,Mid-Hill,Mid-Hill,432.7,Standard,8,116.5,79.9,1.07,0,0,Moderate,4.76,4.5,6.34,1297.99,1
UKL10271,Haridwar,Dehradun,Plain/Lower Hill,Plain/Lower Hill,66.2,Standard,9,62.8,63.0,1.14,0,0,Good,3.19,4.5,5.37,590.09,1
UKL10272,Dehradun,Nainital,Plain/Lower Hill,Mid-Hill,235.8,First Class,10,77.7,65.2,1.03,0,1,Good,3.7,2.8,3.64,1085.42,1
UKL10273,Haridwar,Chamoli,Plain/Lower Hill,High-Hill,169.5,Second Class,9,86.5,43.2,0.8,0,0,Good,3.43,3.8,5.31,912.23,1
UKL10274,Almora,Nainital,Mid-Hill,Mid-Hill,274.7,Standard,8,109.6,89.5,1.49,1,0,Moderate,3.97,4.5,5.91,1006.6,1
UKL10275,Chamoli,Nainital,High-Hill,Mid-Hill,170.7,First Class,4,66.0,98.3,0.69,0,0,Good,3.02,2.8,3.02,783.92,0
UKL10276,Udham Singh Nagar,Haridwar,Plain/Lower Hill,Plain/Lower Hill,209.7,Standard,5,115.4,101.9,0.23,0,0,Moderate,4.33,4.5,4.54,715.35,0
UKL10277,Pithoragarh,Nainital,High-Hill,Mid-Hill,529.8,Standard,4,91.6,117.7,0.75,0,0,,4.03,4.5,5.33,1435.83,1
UKL10278,Almora,Haridwar,Mid-Hill,Plain/Lower Hill,315.5,Standard,8,71.6,77.0,1.32,1,0,Moderate,4.25,4.5,6.56,1039.35,1
UKL10279,Champawat,Pithoragarh,Mid-Hill,High-Hill,552.5,Standard,3,43.2,47.4,1.03,0,1,Good,3.22,4.5,6.76,1346.57,1
UKL10280,Nainital,Almora,Mid-Hill,Mid-Hill,253.0,Standard,7,84.7,45.2,1.57,0,0,Good,4.13,4.5,6.21,881.04,1
UKL10281,Uttarkashi,Almora,High-Hill,Mid-Hill,323.2,Second Class,9,77.5,80.3,1.06,1,1,Good,3.64,3.8,6.07,1171.49,1
UKL10282,Haridwar,Udham Singh Nagar,Plain/Lower Hill,Plain/Lower Hill,181.5,First Class,8,97.2,69.6,0.86,0,0,Good,3.89,2.8,4.47,850.05,1
UKL10283,Pithoragarh,Champawat,High-Hill,Mid-Hill,330.1,First Class,6,68.3,56.2,0.83,0,1,Good,4.53,2.8,3.68,1119.1,1
UKL10284,Udham Singh Nagar,Almora,Plain/Lower Hill,Mid-Hill,112.8,Standard,4,96.2,85.3,1.69,0,0,Good,4.47,4.5,5.7,431.65,1
UKL10285,Bageshwar,Pithoragarh,Mid-Hill,High-Hill,536.4,Standard,9,73.6,98.3,0.87,0,1,Good,4.22,4.5,6.45,1521.81,1
UKL10286,Champawat,Nainital,Mid-Hill,Mid-Hill,438.5,Second Class,8,95.5,45.7,0.87,0,1,Moderate,4.39,3.8,6.4,1303.66,1
UKL10287,Chamoli,Tehri Garhwal,High-Hill,Mid-Hill,431.3,Standard,12,51.0,97.1,1.67,1,1,Moderate,4.55,4.5,8.19,1412.41,1
UKL10288,Dehradun,Bageshwar,Plain/Lower Hill,Mid-Hill,217.0,Standard,10,104.2,82.7,0.28,0,0,Good,4.56,4.5,5.18,769.98,1
UKL10289,Champawat,Chamoli,Mid-Hill,High-Hill,384.0,Second Class,8,67.4,73.1,1.48,0,1,Good,3.34,3.8,5.53,1282.51,1
UKL10290,Nainital,Uttarkashi,Mid-Hill,High-Hill,179.4,Standard,12,60.3,112.9,1.09,0,1,Moderate,3.8,4.5,7.01,827.68,1
UKL10291,Tehri Garhwal,Udham Singh Nagar,Mid-Hill,Plain/Lower Hill,160.2,Standard,9,36.5,40.2,1.32,0,1,Moderate,4.33,4.5,6.02,777.72,1
UKL10292,Chamoli,Nainital,High-Hill,Mid-Hill,442.2,Same Day,12,76.8,113.6,1.41,0,0,Good,4.71,1.2,3.32,1780.55,1
UKL10293,Bageshwar,Uttarkashi,Mid-Hill,High-Hill,301.2,Standard,9,81.8,114.8,1.38,0,0,Moderate,4.19,4.5,6.26,997.33,1
UKL10294,Haridwar,Dehradun,Plain/Lower Hill,Plain/Lower Hill,138.1,Standard,8,55.1,69.5,0.83,0,0,Moderate,4.5,4.5,5.7,657.97,1
UKL10295,Uttarkashi,Udham Singh Nagar,High-Hill,Plain/Lower Hill,312.6,Standard,8,67.2,47.6,1.25,0,0,Moderate,4.56,4.5,5.72,1064.39,1
UKL10296,Tehri Garhwal,Uttarkashi,Mid-Hill,High-Hill,225.8,Same Day,8,93.9,106.4,,0,0,Moderate,3.95,1.2,2.5,1282.59,1
UKL10297,Chamoli,Tehri Garhwal,High-Hill,Mid-Hill,217.0,Second Class,10,112.4,56.6,1.1,0,1,Poor,3.75,3.8,6.49,1028.05,1
UKL10298,Rudraprayag,Pithoragarh,High-Hill,High-Hill,385.8,Same Day,10,81.2,108.8,1.17,0,0,Moderate,4.02,1.2,3.52,1626.99,1
UKL10299,Pithoragarh,Haridwar,High-Hill,Plain/Lower Hill,244.4,Standard,5,82.3,64.8,0.52,0,0,Moderate,4.37,4.5,5.72,760.2,1
UKL10300,Pithoragarh,Champawat,High-Hill,Mid-Hill,407.1,Standard,7,91.2,67.2,1.09,0,0,Moderate,4.94,4.5,5.79,1210.89,1
UKL10301,Dehradun,Bageshwar,Plain/Lower Hill,Mid-Hill,149.4,First Class,7,105.6,52.3,0.87,0,0,Good,3.59,2.8,3.11,839.24,1
UKL10302,Tehri Garhwal,Nainital,Mid-Hill,Mid-Hill,199.9,Second Class,12,56.7,117.3,1.58,0,0,Moderate,4.61,3.8,6.11,906.64,1
UKL10303,Udham Singh Nagar,Uttarkashi,Plain/Lower Hill,High-Hill,327.0,Standard,10,41.6,72.0,1.53,0,1,Good,4.66,4.5,7.0,997.91,1
UKL10304,Rudraprayag,Uttarkashi,High-Hill,High-Hill,264.3,Same Day,8,63.1,101.3,1.38,0,0,Moderate,4.55,1.2,3.03,1253.89,1
UKL10305,Chamoli,Almora,High-Hill,Mid-Hill,324.4,First Class,7,49.2,29.6,0.2,0,0,Good,3.66,2.8,3.24,1235.55,1
UKL10306,Tehri Garhwal,Uttarkashi,Mid-Hill,High-Hill,459.6,First Class,9,86.4,88.4,0.9,0,1,Poor,3.67,2.8,5.59,1509.55,1
UKL10307,Champawat,Uttarkashi,Mid-Hill,High-Hill,390.2,Standard,10,80.9,65.1,1.95,0,1,Good,4.96,4.5,6.1,1207.33,1
UKL10308,Chamoli,Almora,High-Hill,Mid-Hill,517.1,Standard,10,61.0,65.3,1.21,0,0,Good,4.31,4.5,6.29,1500.68,1
UKL10309,Udham Singh Nagar,Pauri Garhwal,Plain/Lower Hill,Mid-Hill,251.8,Standard,7,92.1,81.0,1.72,0,1,Moderate,3.72,4.5,6.76,959.85,1
UKL10310,Tehri Garhwal,Pithoragarh,Mid-Hill,High-Hill,465.2,Standard,6,83.5,68.7,0.85,0,1,Good,4.56,4.5,6.34,1271.86,1
UKL10311,Haridwar,Udham Singh Nagar,Plain/Lower Hill,Plain/Lower Hill,79.3,Second Class,7,113.5,60.8,0.62,0,0,Good,3.36,3.8,4.67,560.55,1
UKL10312,Rudraprayag,Champawat,High-Hill,Mid-Hill,190.7,Second Class,5,70.1,79.1,1.11,0,0,Good,4.15,3.8,5.34,732.41,1
UKL10313,Udham Singh Nagar,Uttarkashi,Plain/Lower Hill,High-Hill,206.9,Standard,13,117.2,78.2,0.69,0,1,Good,4.3,4.5,5.4,902.93,1
UKL10314,Dehradun,Chamoli,Plain/Lower Hill,High-Hill,316.3,Second Class,13,71.9,53.2,1.12,0,0,Moderate,5.0,3.8,5.93,1282.96,1
UKL10315,Uttarkashi,Bageshwar,High-Hill,Mid-Hill,240.8,Standard,6,51.0,85.8,1.04,0,0,Moderate,3.67,4.5,5.77,945.78,1
UKL10316,Uttarkashi,Pithoragarh,High-Hill,High-Hill,227.7,Standard,8,73.1,43.5,1.44,0,1,Moderate,3.15,4.5,6.28,853.7,1
UKL10317,Nainital,Rudraprayag,Mid-Hill,High-Hill,238.1,Second Class,5,54.8,62.3,0.94,0,0,Good,3.95,3.8,4.72,922.89,1
UKL10318,Pauri Garhwal,Chamoli,Mid-Hill,High-Hill,240.7,Standard,9,82.1,60.5,1.6,0,1,Good,4.15,4.5,6.45,859.08,1
UKL10319,Almora,Chamoli,Mid-Hill,High-Hill,235.7,Standard,4,73.0,15.0,1.58,0,0,Moderate,4.01,4.5,6.73,814.93,1
UKL10320,Udham Singh Nagar,Rudraprayag,Plain/Lower Hill,High-Hill,311.8,First Class,6,101.9,79.6,1.39,1,1,Good,3.76,2.8,5.35,1134.71,1
UKL10321,Udham Singh Nagar,Uttarkashi,Plain/Lower Hill,High-Hill,334.0,Standard,6,83.9,83.4,0.47,0,0,Moderate,3.49,4.5,5.77,1138.13,1
UKL10322,Chamoli,Pithoragarh,High-Hill,High-Hill,356.4,Standard,10,72.8,62.5,0.48,0,1,Moderate,4.29,4.5,6.62,1087.68,1
UKL10323,Champawat,Rudraprayag,Mid-Hill,High-Hill,248.8,Standard,5,94.8,15.0,0.95,0,0,Good,5.0,4.5,5.81,829.4,1
UKL10324,Udham Singh Nagar,Haridwar,Plain/Lower Hill,Plain/Lower Hill,150.8,Standard,10,78.0,105.7,0.66,0,0,Poor,4.84,4.5,5.98,789.52,1
